1425663033776,Geneva,Switzerland,7,C,43,9.99,Fair,34
1425670255622,Geneva,Switzerland,4,C,57,9.99,Fair,33
1425677452574,Geneva,Switzerland,3,C,65,9.99,Fair,33
1425713465171,Geneva,Switzerland,-2,C,83,9.99,Fair,34
1425720661629,Geneva,Switzerland,3,C,65,9.99,Fair,34
1425727870654,Annemasse,France,5,C,50,9.99,Fair,34
1425813092563,Geneva,Switzerland,10,C,50,9.99,Fair,34
1425820272684,Geneva,Switzerland,12,C,44,9.99,Fair,34
1425827501658,Geneva,Switzerland,14,C,36,9.99,Fair,34
1425834672631,Geneva,Switzerland,12,C,44,9.99,Fair,34
1425841889680,Geneva,Switzerland,7,C,61,9.99,Fair,33
1425849082964,Geneva,Switzerland,5,C,70,9.99,Fair,33
1425856397785,Geneva,Switzerland,3,C,81,9.99,Fair,33
1425863472581,Geneva,Switzerland,2,C,87,9.99,Fair,33
1425870721566,Geneva,Switzerland,2,C,87,9.99,Fair,33
1425877993248,Geneva,Switzerland,1,C,87,9.99,Fair,33
1425885091624,Geneva,Switzerland,1,C,87,9.99,Fair,34
1425892292644,Aux Acacias,Switzerland,7,C,71,9.99,Fair,34
1425899520061,Aux Acacias,Switzerland,11,C,50,9.99,Fair,34
1425906672539,Aux Acacias,Switzerland,14,C,41,9.99,Fair,34
1425913977277,Aux Acacias,Switzerland,15,C,39,9.99,Fair,34
1425928292701,Geneva,Switzerland,8,C,62,9.99,Fair,33
1425942692626,Geneva,Switzerland,3,C,87,9.99,Fair,33
1425949877626,Geneva,Switzerland,2,C,87,9.99,Fair,33
1425957094564,Geneva,Switzerland,0,C,93,9.99,Fair,33
1425964272541,Geneva,Switzerland,-1,C,100,9.99,Fair,33
1425971537562,Geneva,Switzerland,0,C,93,9.99,Fair,34
1425978700594,Geneva,Switzerland,7,C,76,9.99,Fair,34
1425985879793,Aux Acacias,Switzerland,10,C,54,9.99,Fair,34
1425993072548,Aux Acacias,Switzerland,13,C,47,9.99,Fair,34
1426000272659,Aux Acacias,Switzerland,14,C,44,9.99,Fair,34
1426007475634,Geneva,Switzerland,13,C,47,9.99,Fair,34
1427900951439,Aux Acacias,Switzerland,6,C,50,9.99,Showers in the Vicinity,28
1427911835701,Aux Acacias,Switzerland,7,C,53,9.99,Mostly Cloudy,28
1427974221232,Aux Acacias,Switzerland,6,C,66,9.99,Mostly Cloudy,28
1427985003703,Aux Acacias,Switzerland,7,C,71,9.99,Mostly Cloudy,28
1427995821637,Geneva,Switzerland,7,C,71,9.99,Showers in the Vicinity,28
1428060618501,Luzern,Switzerland,6,C,81,9.99,Cloudy,26
1428142770762,Weggis,Switzerland,4,C,93,9.99,Light Rain,11
1428153575032,Weggis,Switzerland,4,C,93,9.99,Rain,12
1428164386670,Gersau,Switzerland,3,C,93,9.99,Rain,12
1428222660722,Gersau,Switzerland,-2,C,75,9.99,Rain and Snow,5
1428233460703,Meggen,Switzerland,0,C,57,9.99,Mostly Cloudy,28
1428255111835,St. Niklausen,Switzerland,2,C,49,9.99,Mostly Cloudy,28
1428664565344,Aux Acacias,Switzerland,18,C,37,9.99,Fair,34
1428675365343,Aux Acacias,Switzerland,20,C,30,9.99,Mostly Cloudy,28
1428686183085,Geneva,Switzerland,19,C,26,9.99,Mostly Cloudy,28
1428745904546,Geneva,Switzerland,14,C,33,9.99,Mostly Cloudy,28
1428756710081,Geneva,Switzerland,15,C,36,9.99,Mostly Cloudy,28
1428767525549,Geneva,Switzerland,17,C,42,9.99,Mostly Cloudy,28
1428838204447,Cologny,Switzerland,16,C,52,9.99,Mostly Cloudy,28
1428849010119,Geneva,Switzerland,20,C,37,9.99,Mostly Cloudy,28
1428859800644,Geneva,Switzerland,20,C,33,9.99,Partly Cloudy,30
1428913860569,Aux Acacias,Switzerland,16,C,55,9.99,Fair,34
1428924661861,Troinex,Switzerland,20,C,43,9.99,Partly Cloudy,30
1428935474299,Aux Acacias,Switzerland,22,C,33,9.99,Partly Cloudy,30
1428946273377,Geneva,Switzerland,22,C,31,9.99,Partly Cloudy,30
1429011023763,Aux Acacias,Switzerland,17,C,45,9.99,Fair,34
1429021822647,Aux Acacias,Switzerland,20,C,30,9.99,Fair,34
1429032609040,Geneva,Switzerland,21,C,23,9.99,Fair,34
1429097400663,Aux Acacias,Switzerland,20,C,33,9.99,Fair,34
1429110387098,Troinex,Switzerland,23,C,33,9.99,Fair,34
1429121183944,Aux Acacias,Switzerland,18,C,45,9.99,Fair,34
1429183829734,Aux Acacias,Switzerland,16,C,52,9.99,Light Rain,11
1429194637557,Aux Acacias,Switzerland,16,C,63,9.99,Light Rain,11
1429205407686,Geneva,Switzerland,15,C,77,9.99,Partly Cloudy,30
1429259460243,Geneva,Switzerland,13,C,82,9.99,Mostly Cloudy,28
1429270278965,Aux Acacias,Switzerland,13,C,77,9.99,Light Rain Shower,11
1429281060243,Aux Acacias,Switzerland,14,C,77,9.99,Mostly Cloudy,28
1429291874424,Aux Acacias,Switzerland,14,C,82,9.99,Light Rain Shower,11
1429345863954,Geneva,Switzerland,7,C,82,9.99,Mostly Cloudy,28
1429356657328,Geneva,Switzerland,12,C,72,9.99,Partly Cloudy,30
1429367453949,Troinex,Switzerland,13,C,63,9.99,Partly Cloudy,30
1429378254668,Aux Acacias,Switzerland,12,C,58,9.99,Partly Cloudy,30
1429443000636,Geneva,Switzerland,7,C,62,9.99,Mostly Cloudy,28
1429453800571,Geneva,Switzerland,13,C,54,9.99,Mostly Cloudy,28
1429464609051,Geneva,Switzerland,13,C,63,9.99,Showers in the Vicinity,28
1429529401826,Aux Acacias,Switzerland,15,C,42,9.99,Partly Cloudy,30
1429540213836,Aux Acacias,Switzerland,18,C,37,9.99,Partly Cloudy,30
1429551003309,Geneva,Switzerland,19,C,32,9.99,Partly Cloudy,30
1429615800791,Aux Acacias,Switzerland,17,C,39,9.99,Fair,34
1429637406502,Aux Acacias,Switzerland,20,C,35,9.99,Partly Cloudy,30
1429691490462,Troinex,Switzerland,16,C,45,9.99,Fair,34
1429702260163,Troinex,Switzerland,18,C,45,9.99,Partly Cloudy,30
1429713069690,Troinex,Switzerland,22,C,35,9.99,Partly Cloudy,30
1429723864486,Aux Acacias,Switzerland,23,C,27,9.99,Partly Cloudy,30
1429788621663,Troinex,Switzerland,18,C,37,9.99,Partly Cloudy,30
1429799400108,Geneva,Switzerland,23,C,31,9.99,Partly Cloudy,30
1429810249772,Geneva,Switzerland,22,C,35,9.99,Partly Cloudy,30
1429864260539,Troinex,Switzerland,15,C,55,9.99,Fair,34
1429875070822,Aux Acacias,Switzerland,20,C,43,9.99,Partly Cloudy,30
1429885880371,Troinex,Switzerland,24,C,21,9.99,Mostly Cloudy,28
1429955888215,Geneva,Switzerland,17,C,59,9.99,Mostly Cloudy,28
1429966688164,Geneva,Switzerland,18,C,56,9.99,Mostly Cloudy,28
1429977503036,Geneva,Switzerland,15,C,77,9.99,Light Rain,11
1430047801126,Geneva,Switzerland,16,C,68,9.99,Mostly Cloudy,28
1430058644077,Aux Acacias,Switzerland,17,C,68,9.99,Mostly Cloudy,28
1430069422787,Aux Acacias,Switzerland,17,C,68,9.99,Mostly Cloudy,28
1430123461667,Aux Acacias,Switzerland,14,C,88,9.99,Mostly Cloudy,28
1430134268526,Aux Acacias,Switzerland,18,C,59,9.99,Mostly Cloudy,28
1430145062430,Aux Acacias,Switzerland,19,C,60,9.99,Mostly Cloudy,28
1430155882164,Aux Acacias,Switzerland,16,C,72,9.99,Showers in the Vicinity,28
1430209908030,Aux Acacias,Switzerland,9,C,71,9.99,Mostly Cloudy,28
1430220695072,Aux Acacias,Switzerland,11,C,54,9.99,Mostly Cloudy,28
1430231464108,Aux Acacias,Switzerland,12,C,54,9.99,Mostly Cloudy,28
1430242275250,Geneva,Switzerland,11,C,54,9.99,Mostly Cloudy,28
1430296266993,Grand-Saconnex,Switzerland,6,C,71,9.99,Mostly Cloudy,28
