1431891785768,0,0,0,358240051667814,no_ping,data_not_available,"[0,0,0]",0.0,,,,[],0,[0],0.0,,0,0,0
1431891845194,20021,425680,11234402,358240051667814,www.unige.ch,Http,"[21,17,145]",21.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,8104533,2222,1,228
1431891905205,20072,18971,11755,358240051667814,www.unige.ch,Http,"[24,31,22]",24.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,8104533,2222,1,228
1431891965317,20109,968,2226,358240051667814,www.unige.ch,Http,"[23,25,24]",24.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431892025395,20089,1535,2098,358240051667814,www.unige.ch,Http,"[23,139,26]",26.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431892086534,20016,46155,79142,358240051667814,www.unige.ch,Http,"[20,132,27]",27.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431892164207,20062,16002,15662,358240051667814,www.unige.ch,Http,"[166,189,198]",189.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431892228911,21111,2435,3883,358240051667814,www.unige.ch,Http,"[170,175,26]",170.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,8088769,2222,1,228
1431892288976,20069,864,1430,358240051667814,www.unige.ch,Http,"[24,24,23]",24.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,8088769,2222,1,228
1431892349035,20069,864,1655,358240051667814,www.unige.ch,Http,"[25,24,23]",24.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,8088769,2222,1,228
1431892409042,21053,1488,2297,358240051667814,www.unige.ch,Http,"[166,24,156]",156.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,8115063,2222,1,228
1431892469495,21037,126010,437308,358240051667814,www.unige.ch,Http,"[24,134,19]",24.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,8088769,2222,1,228
1431892530528,21084,65834,140958,358240051667814,www.unige.ch,Http,"[24,152,24]",24.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,8088769,2222,1,228
1431892591618,21044,189656,1142454,358240051667814,www.unige.ch,Http,"[25,148,22]",25.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,8088769,2222,1,228
1431892651614,21164,1816,1581,358240051667814,www.unige.ch,Http,"[21,22,25]",22.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,8088769,2222,1,228
1431892712182,20081,3516,2917,358240051667814,www.unige.ch,Http,"[24,20,18]",20.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431892779440,21128,13270,20965,358240051667814,www.unige.ch,Http,"[24,123,27]",27.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431892788229,32218,21372,32059,358240051667814,www.unige.ch,Http,"[22,22,20]",22.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431892815312,20084,9529,12314,358240051667814,www.unige.ch,Http,"[25,25,25]",25.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431892886714,20087,999,656,358240051667814,www.unige.ch,Http,"[17,18,125]",18.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431892947913,21154,864,656,358240051667814,www.unige.ch,Http,"[26,149,135]",135.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431892999050,20221,14315,22185,358240051667814,www.unige.ch,Http,"[35,33,29]",33.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431893026269,20067,9465,11839,358240051667814,www.unige.ch,Http,"[23,23,21]",23.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431893086363,20098,864,656,358240051667814,www.unige.ch,Http,"[18,29,24]",24.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431893146524,20083,864,656,358240051667814,www.unige.ch,Http,"[25,25,21]",25.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431893198879,20075,8688,12174,358240051667814,www.unige.ch,Http,"[24,30,25]",25.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431893227173,21072,8947,11944,358240051667814,www.unige.ch,Http,"[21,24,28]",24.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431893287215,20031,292743,163749,358240051667814,www.unige.ch,Http,"[25,27,21]",25.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431893347261,20024,193075,147127,358240051667814,www.unige.ch,Http,"[20,24,26]",24.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431893407286,20024,127033,149504,358240051667814,www.unige.ch,Http,"[24,20,24]",24.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431893467310,20025,219800,161521,358240051667814,www.unige.ch,Http,"[21,24,29]",24.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431893527347,20040,161596,154574,358240051667814,www.unige.ch,Http,"[26,24,25]",25.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431893547532,20009,116157,167769,358240051667814,www.unige.ch,Http,"[25,23,29]",25.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431893576409,21122,55663,194572,358240051667814,www.unige.ch,Http,"[38,22,24]",24.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431893636431,20025,43353,151213,358240051667814,www.unige.ch,Http,"[23,25,25]",25.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431893696470,20049,137073,155267,358240051667814,www.unige.ch,Http,"[19,24,24]",24.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431893756560,20065,77500,172311,358240051667814,www.unige.ch,Http,"[24,22,21]",22.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
1431893788547,21098,61621,177837,358240051667814,www.unige.ch,Http,"[27,25,25]",25.0,WIFI,,UPC246803296,[14:49:e0:ac:3d:d8],0,[-35],-35.0,17432577,2222,1,228
