1429312713009,0,0,0,358240053587218,no_ping,data_not_available,"[0,0,0]",0.0,,,,[],0,[0],0.0,,0,0,0
1429312742593,21106,282590,1399305,358240053587218,www.unige.ch,Http,"[65,61,124]",65.0,WIFI,,lopescarlos,[bc:f2:af:4b:53:c9],0,[-61],-61.0,,-1,2,228
1429312802526,20026,36628,501398,358240053587218,www.unige.ch,Http,"[70,71,61]",70.0,WIFI,,lopescarlos,[bc:f2:af:4b:53:c9],0,[-66],-66.0,,-1,2,228
1429312862531,20022,97230,2934079,358240053587218,www.unige.ch,Http,"[64,55,59]",59.0,WIFI,,lopescarlos,[bc:f2:af:4b:53:c9],0,"[-59,-67,-63,-67]",-65.0,,-1,2,228
1429312922554,20016,54836,2318398,358240053587218,www.unige.ch,Http,"[93,101,111]",101.0,WIFI,,lopescarlos,[bc:f2:af:4b:53:c9],0,[-63],-63.0,,-1,2,228
1429312982565,20042,45817,1733434,358240053587218,www.unige.ch,Http,"[102,97,61]",97.0,WIFI,,lopescarlos,[bc:f2:af:4b:53:c9],0,[-63],-63.0,,-1,2,228
1429313042612,21079,35947,1661134,358240053587218,www.unige.ch,Http,"[73,63,93]",73.0,WIFI,,lopescarlos,[bc:f2:af:4b:53:c9],0,"[-63,-67,-78,-65]",-66.0,,-1,2,228
1429313103234,21053,145621,2848175,358240053587218,www.unige.ch,Http,"[58,63,64]",63.0,WIFI,,lopescarlos,[bc:f2:af:4b:53:c9],0,[-65],-65.0,,-1,2,228
1429313163263,21104,7175826,14743805,358240053587218,www.unige.ch,Http,"[104,116,120]",116.0,WIFI,,lopescarlos,[bc:f2:af:4b:53:c9],0,[-65],-65.0,,-1,2,228
1429313223376,21055,125050,6795174,358240053587218,www.unige.ch,Http,"[115,104,117]",115.0,WIFI,,lopescarlos,[bc:f2:af:4b:53:c9],0,[-65],-65.0,,-1,2,228
1429313283389,20035,981290,4432894,358240053587218,www.unige.ch,Http,"[59,61,53]",59.0,WIFI,,lopescarlos,[bc:f2:af:4b:53:c9],0,[-64],-64.0,,-1,2,228
1429313343416,21064,1050783,7584240,358240053587218,www.unige.ch,Http,"[62,51,53]",53.0,WIFI,,lopescarlos,[bc:f2:af:4b:53:c9],0,[-64],-64.0,,-1,2,228
1429313414846,20030,201461,10363651,358240053587218,www.unige.ch,Http,"[62,69,73]",69.0,WIFI,,lopescarlos,[bc:f2:af:4b:53:c9],0,[-64],-64.0,,-1,2,228
1429313474863,20023,1296593,3954103,358240053587218,www.unige.ch,Http,"[58,52,58]",58.0,WIFI,,lopescarlos,[bc:f2:af:4b:53:c9],0,"[-64,-67,-66]",-66.0,,-1,2,228
1429313534907,21137,1093086,7266407,358240053587218,www.unige.ch,Http,"[100,106,97]",100.0,WIFI,,lopescarlos,[bc:f2:af:4b:53:c9],0,[-65],-65.0,,-1,2,228
1429313594948,21101,184739,8851988,358240053587218,www.unige.ch,Http,"[109,107,113]",109.0,WIFI,,lopescarlos,[bc:f2:af:4b:53:c9],0,[-65],-65.0,,-1,2,228
1429313654993,20033,6054118,10306501,358240053587218,www.unige.ch,Http,"[131,111,112]",112.0,WIFI,,lopescarlos,[bc:f2:af:4b:53:c9],0,[-65],-65.0,,-1,2,228
