1431128693566,0,0,0,358240053585378,no_ping,data_not_available,"[0,0,0]",0.0,,,,[],0,[0],0.0,,0,0,0
1431129972654,20037,76528,126949,358240053585378,www.unige.ch,Http,"[25,27,26]",26.0,WIFI,,FPB-80478,[00:8c:54:40:7d:d9],0,[-46],-46.0,7311744,1111,1,228
1431130031502,21194,132214,34782,358240053585378,www.unige.ch,Http,"[30,27,32]",30.0,WIFI,,FPB-80478,[00:8c:54:40:7d:d9],0,[-46],-46.0,16884737,1111,1,228
1431134346241,20025,25480,29057,358240053585378,www.unige.ch,Http,"[26,26,28]",26.0,WIFI,,FPB-80478,[00:8c:54:40:7d:d9],0,"[-73,-79,-75]",-75.0,16884737,1111,1,228
1431134406138,20022,1427,1013,358240053585378,www.unige.ch,Http,"[154,29,151]",151.0,WIFI,,FPB-80478,[00:8c:54:40:7d:d9],0,[-77],-77.0,16884737,1111,1,228
1431134466151,20020,1032,942,358240053585378,www.unige.ch,Http,"[158,26,154]",154.0,WIFI,,FPB-80478,[00:8c:54:40:7d:d9],0,"[-75,-78,-75]",-75.0,16884737,1111,1,228
1431134531296,20018,2857,2610,358240053585378,www.unige.ch,Http,"[30,28,27]",28.0,WIFI,,FPB-80478,[00:8c:54:40:7d:d9],0,"[-75,-78,-75]",-75.0,16884737,1111,1,228
1431134598293,20024,1866,1738,358240053585378,www.unige.ch,Http,"[28,25,25]",25.0,WIFI,,FPB-80478,[00:8c:54:40:7d:d9],0,[-75],-75.0,16884737,1111,1,228
1431134658809,20131,1053,876,358240053585378,www.unige.ch,Http,"[27,27,25]",27.0,WIFI,,FPB-80478,[00:8c:54:40:7d:d9],0,[-75],-75.0,16884737,1111,1,228
1431134718818,20077,2270,2260,358240053585378,www.unige.ch,Http,"[26,27,25]",26.0,WIFI,,FPB-80478,[00:8c:54:40:7d:d9],0,[-75],-75.0,16884737,1111,1,228
1431134786785,20081,1084,990,358240053585378,www.unige.ch,Http,"[25,26,27]",26.0,WIFI,,FPB-80478,[00:8c:54:40:7d:d9],0,[-75],-75.0,16884737,1111,1,228
1431134847746,20071,864,656,358240053585378,www.unige.ch,Http,"[26,27,27]",27.0,WIFI,,FPB-80478,[00:8c:54:40:7d:d9],0,[-75],-75.0,16884737,1111,1,228
1431134908765,20073,1549,1587,358240053585378,www.unige.ch,Http,"[27,29,25]",27.0,WIFI,,FPB-80478,[00:8c:54:40:7d:d9],0,[-75],-75.0,16884737,1111,1,228
1431134969126,20053,864,656,358240053585378,www.unige.ch,Http,"[27,44,25]",27.0,WIFI,,FPB-80478,[00:8c:54:40:7d:d9],0,[-75],-75.0,16884737,1111,1,228
1431135029806,20083,942,656,358240053585378,www.unige.ch,Http,"[27,26,25]",26.0,WIFI,,FPB-80478,[00:8c:54:40:7d:d9],0,[-75],-75.0,16884737,1111,1,228
1431135090068,20080,2868,2639,358240053585378,www.unige.ch,Http,"[25,25,31]",25.0,WIFI,,FPB-80478,[00:8c:54:40:7d:d9],0,[-75],-75.0,16884737,1111,1,228
1431135164753,20086,922,751,358240053585378,www.unige.ch,Http,"[26,27,26]",26.0,WIFI,,FPB-80478,[00:8c:54:40:7d:d9],0,[-75],-75.0,16884737,1111,1,228
1431135266731,20083,916,727,358240053585378,www.unige.ch,Http,"[25,24,26]",25.0,WIFI,,FPB-80478,[00:8c:54:40:7d:d9],0,[-75],-75.0,16884737,1111,1,228
1431135326761,20059,1778,1671,358240053585378,www.unige.ch,Http,"[26,26,28]",26.0,WIFI,,FPB-80478,[00:8c:54:40:7d:d9],0,[-75],-75.0,16884737,1111,1,228
1431135404847,20080,864,656,358240053585378,www.unige.ch,Http,"[26,26,26]",26.0,WIFI,,FPB-80478,[00:8c:54:40:7d:d9],0,[-75],-75.0,16884737,1111,1,228
1431135465748,20079,916,789,358240053585378,www.unige.ch,Http,"[29,26,26]",26.0,WIFI,,FPB-80478,[00:8c:54:40:7d:d9],0,[-75],-75.0,16884737,1111,1,228
