1432712337269,0,0,0,352136063161984,no_ping,data_not_available,"[0,0,0]",0.0,,,,[],0,[0],0.0,,0,0,0
1432712351780,20060,741943,140700,352136063161984,www.unige.ch,Http,"[4,4,4]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,"[-76,-78,-72]",-76.0,9088002,42010,2,228
1432712411826,20051,1379,1436,352136063161984,www.unige.ch,Http,"[3,2,4]",3.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-72],-72.0,9088002,42010,2,228
1432712471830,20069,2518,2061,352136063161984,www.unige.ch,Http,"[4,3,3]",3.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-72],-72.0,9088002,42010,2,228
1432712531925,20072,2444,2183,352136063161984,www.unige.ch,Http,"[6,4,5]",5.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-72],-72.0,9088002,42010,2,228
1432712603410,21151,1256,976,352136063161984,www.unige.ch,Http,"[4,4,11]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-72],-72.0,9088002,42010,2,228
1432712698510,20103,1494,1202,352136063161984,www.unige.ch,Http,"[4,4,4]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-72],-72.0,9088002,42010,2,228
1432712776506,20020,1125,840,352136063161984,www.unige.ch,Http,"[3,3,4]",3.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-72],-72.0,9088002,42010,2,228
1432712837416,20081,1008,800,352136063161984,www.unige.ch,Http,"[4,5,7]",5.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-72],-72.0,9088002,42010,2,228
1432712898414,20068,1312,1032,352136063161984,www.unige.ch,Http,"[3,4,4]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-72],-72.0,9088002,42010,2,228
1432712959451,20121,1417,1088,352136063161984,www.unige.ch,Http,"[4,3,4]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-72],-72.0,9088002,42010,2,228
1432713027952,20067,2159,1202,352136063161984,www.unige.ch,Http,"[5,4,3]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-72],-72.0,9088002,42010,2,228
1432713112178,20070,1008,800,352136063161984,www.unige.ch,Http,"[3,4,7]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-72],-72.0,9088002,42010,2,228
1432713172430,20076,864,728,352136063161984,www.unige.ch,Http,"[10,4,6]",6.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-72],-72.0,9088002,42010,2,228
1432713238438,20108,1152,872,352136063161984,www.unige.ch,Http,"[5,4,4]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-72],-72.0,9088002,42010,2,228
1432713298469,21121,1813,1673,352136063161984,www.unige.ch,Http,"[5,5,3]",5.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-72],-72.0,9088002,42010,2,228
1432713359406,20104,1192,912,352136063161984,www.unige.ch,Http,"[5,3,4]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-72],-72.0,9088002,42010,2,228
1432713438511,20059,1204,924,352136063161984,www.unige.ch,Http,"[4,4,4]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-72],-72.0,9088002,42010,2,228
1432713498566,20081,3186,4100,352136063161984,www.unige.ch,Http,"[4,5,3]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-72],-72.0,9088002,42010,2,228
1432713558660,20073,22031,19149,352136063161984,www.unige.ch,Http,"[11,3,6]",6.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-72],-72.0,9088002,42010,2,228
1432713638608,20067,6960,7029,352136063161984,www.unige.ch,Http,"[4,5,4]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-72],-72.0,9088002,42010,2,228
1432713698687,20077,864,656,352136063161984,www.unige.ch,Http,"[4,4,4]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-72],-72.0,9088002,42010,2,228
1432713758750,20039,1152,872,352136063161984,www.unige.ch,Http,"[4,4,4]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-72],-72.0,9088002,42010,2,228
1432713839462,20068,1850,1427,352136063161984,www.unige.ch,Http,"[9,3,4]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-72],-72.0,9088002,42010,2,228
1432713899465,20016,1348,1327,352136063161984,www.unige.ch,Http,"[4,4,5]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432713960425,20067,2304,1309,352136063161984,www.unige.ch,Http,"[3,3,7]",3.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432714021446,20074,1152,872,352136063161984,www.unige.ch,Http,"[5,3,3]",3.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432714081510,20066,1008,800,352136063161984,www.unige.ch,Http,"[4,4,3]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432714159480,20066,7186,12125,352136063161984,www.unige.ch,Http,"[4,4,3]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432714219509,20075,49161,5243,352136063161984,www.unige.ch,Http,"[4,2,3]",3.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432714320436,20071,1204,942,352136063161984,www.unige.ch,Http,"[4,5,4]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432714380459,20076,1308,1135,352136063161984,www.unige.ch,Http,"[4,4,3]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432714440468,20080,1008,800,352136063161984,www.unige.ch,Http,"[4,6,4]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432714500561,20070,7007,2692,352136063161984,www.unige.ch,Http,"[3,3,2]",3.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432714560579,20153,1638,1314,352136063161984,www.unige.ch,Http,"[4,3,2]",3.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432714640054,20113,2763,4259,352136063161984,www.unige.ch,Http,"[3,4,3]",3.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432714720713,20077,3140,2628,352136063161984,www.unige.ch,Http,"[6,4,3]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432714800742,20068,1204,957,352136063161984,www.unige.ch,Http,"[5,4,4]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432714860760,20161,1112,974,352136063161984,www.unige.ch,Http,"[5,7,3]",5.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432714920830,20079,5505,3034,352136063161984,www.unige.ch,Http,"[3,3,4]",3.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432714980887,20112,1152,872,352136063161984,www.unige.ch,Http,"[4,4,3]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432715040960,20103,1008,800,352136063161984,www.unige.ch,Http,"[2,23,4]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432715120972,20111,1222,1004,352136063161984,www.unige.ch,Http,"[3,5,6]",5.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432715181096,20072,1695,1375,352136063161984,www.unige.ch,Http,"[3,4,4]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432715241410,20065,1349,1041,352136063161984,www.unige.ch,Http,"[4,3,5]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432715301477,20162,1315,1007,352136063161984,www.unige.ch,Http,"[3,3,3]",3.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432715361551,20104,5472,2782,352136063161984,www.unige.ch,Http,"[4,4,3]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432715421627,20064,1152,872,352136063161984,www.unige.ch,Http,"[4,3,3]",3.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-76],-76.0,9088002,42010,2,228
1432715481694,20018,10955,8601,352136063161984,www.unige.ch,Http,"[5,4,6]",5.0,WIFI,,unige,[50:06:04:c3:eb:09],0,"[-76,-77]",-76.5,9088002,42010,2,228
1432715541767,20072,1772,1834,352136063161984,www.unige.ch,Http,"[5,5,5]",5.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-77],-77.0,9088002,42010,2,228
1432715601840,20093,1204,924,352136063161984,www.unige.ch,Http,"[4,5,3]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-77],-77.0,9088002,42010,2,228
1432715661909,20061,1192,932,352136063161984,www.unige.ch,Http,"[5,4,5]",5.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-77],-77.0,9088002,42010,2,228
1432715748468,21137,2103,1812,352136063161984,www.unige.ch,Http,"[18,117,4]",18.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-77],-77.0,9088002,42010,2,228
1432715809403,20072,1209,973,352136063161984,www.unige.ch,Http,"[4,4,4]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-77],-77.0,9088002,42010,2,228
1432715869454,21115,1158,1045,352136063161984,www.unige.ch,Http,"[4,5,4]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-77],-77.0,9088002,42010,2,228
1432715959100,21104,4781,11162,352136063161984,www.unige.ch,Http,"[5,7,4]",5.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-77],-77.0,9088002,42010,2,228
1432716019412,20076,1008,800,352136063161984,www.unige.ch,Http,"[4,2,4]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-77],-77.0,9088002,42010,2,228
1432716081563,20021,49286,5386,352136063161984,www.unige.ch,Http,"[4,5,120]",5.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-77],-77.0,9088002,42010,2,228
1432716162441,20074,1517,1469,352136063161984,www.unige.ch,Http,"[4,4,3]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-77],-77.0,9088002,42010,2,228
1432716222437,20083,6213,6599,352136063161984,www.unige.ch,Http,"[4,4,4]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-77],-77.0,9088002,42010,2,228
1432716282475,20103,1152,872,352136063161984,www.unige.ch,Http,"[4,3,3]",3.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-77],-77.0,9088002,42010,2,228
1432716382440,20078,2978,1964,352136063161984,www.unige.ch,Http,"[4,4,5]",4.0,WIFI,,unige,[50:06:04:c3:eb:09],0,[-77],-77.0,9088002,42010,2,228
