@RELATION stress
@ATTRIBUTE ApplicationsUsed_AVG_CommunicationInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_CommunicationInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_CommunicationTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_CommunicationTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_ToolsInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_ToolsInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_ToolsTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_ToolsTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_SocialInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_SocialInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_SocialTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_SocialTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_Travel&LocalInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_Travel&LocalInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_Travel&LocalTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_Travel&LocalTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_WeatherInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_WeatherInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_WeatherTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_WeatherTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_SportsInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_SportsInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_SportsTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_SportsTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_News&MagazinesInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_News&MagazinesInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_News&MagazinesTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_News&MagazinesTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_PersonalizationInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_PersonalizationInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_PersonalizationTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_PersonalizationTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_WordInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_WordInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_WordTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_WordTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_ProductivityInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_ProductivityInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_ProductivityTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_ProductivityTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_PhotographyInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_PhotographyInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_PhotographyTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_PhotographyTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_Books&ReferenceInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_Books&ReferenceInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_Books&ReferenceTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_Books&ReferenceTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_Music&AudioInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_Music&AudioInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_Music&AudioTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_Music&AudioTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_LifestyleInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_LifestyleInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_LifestyleTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_LifestyleTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_TransportationInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_TransportationInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_TransportationTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_TransportationTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_Media&VideoInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_Media&VideoInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_Media&VideoTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_Media&VideoTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_EntertainmentInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_EntertainmentInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_EntertainmentTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_EntertainmentTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_Health&FitnessInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_Health&FitnessInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_AVG_Health&FitnessTimingInfluence NUMERIC
@ATTRIBUTE ApplicationsUsed_STD_Health&FitnessTimingInfluence NUMERIC
@ATTRIBUTE TouchesBuffered_AVG_Counter NUMERIC
@ATTRIBUTE TouchesBuffered_STD_Counter NUMERIC
@ATTRIBUTE TouchesBuffered_AVG_MinInterval NUMERIC
@ATTRIBUTE TouchesBuffered_STD_MinInterval NUMERIC
@ATTRIBUTE TouchesBuffered_AVG_MaxInterval NUMERIC
@ATTRIBUTE TouchesBuffered_STD_MaxInterval NUMERIC
@ATTRIBUTE TouchesBuffered_AVG_Range NUMERIC
@ATTRIBUTE TouchesBuffered_STD_Range NUMERIC
@ATTRIBUTE TouchesBuffered_AVG_Mean NUMERIC
@ATTRIBUTE TouchesBuffered_STD_Mean NUMERIC
@ATTRIBUTE TouchesBuffered_AVG_Median NUMERIC
@ATTRIBUTE TouchesBuffered_STD_Median NUMERIC
@ATTRIBUTE TouchesBuffered_AVG_Variance NUMERIC
@ATTRIBUTE TouchesBuffered_STD_Variance NUMERIC
@ATTRIBUTE TouchesBuffered_AVG_StandardDeviation NUMERIC
@ATTRIBUTE TouchesBuffered_STD_StandardDeviation NUMERIC
@ATTRIBUTE TouchesBuffered_AVG_SessionDuration NUMERIC
@ATTRIBUTE TouchesBuffered_STD_SessionDuration NUMERIC
@ATTRIBUTE UserActivity_AVG_PointsSumOfActivities NUMERIC
@ATTRIBUTE UserActivity_STD_PointsSumOfActivities NUMERIC
@ATTRIBUTE UserActivity_AVG_PercentageOfWorkload NUMERIC
@ATTRIBUTE UserActivity_STD_PercentageOfWorkload NUMERIC
@ATTRIBUTE UserActivity_AVG_InfluenceOfWalkingActivityOnTotal NUMERIC
@ATTRIBUTE UserActivity_STD_InfluenceOfWalkingActivityOnTotal NUMERIC
@ATTRIBUTE UserActivity_AVG_InfluenceOfRunningActivityOnTotal NUMERIC
@ATTRIBUTE UserActivity_STD_InfluenceOfRunningActivityOnTotal NUMERIC
@ATTRIBUTE UserActivity_AVG_InfluenceOfBicycleActivityOnTotal NUMERIC
@ATTRIBUTE UserActivity_STD_InfluenceOfBicycleActivityOnTotal NUMERIC
@ATTRIBUTE UserActivity_AVG_PercentageOfTitltingEvents NUMERIC
@ATTRIBUTE UserActivity_STD_PercentageOfTiltingEvents NUMERIC
@ATTRIBUTE UserActivity_AVG_PercentageOfInVehicleEvents NUMERIC
@ATTRIBUTE UserActivity_STD_PercentageOfInVehicleEvents NUMERIC
@ATTRIBUTE UserPresenceLight_AVG_LightValuesScreenOnOff NUMERIC
@ATTRIBUTE UserPresenceLight_STD_LightValuesScreenOnOff NUMERIC
@ATTRIBUTE UserPresenceLight_AVG_LightValuesUnlockedScreen NUMERIC
@ATTRIBUTE UserPresenceLight_STD_LightValuesUnlockedScreen NUMERIC
@ATTRIBUTE UserPresenceLight_AVG_LightValuesAllScreenEvents NUMERIC
@ATTRIBUTE UserPresenceLight_STD_LightValuesAllScreenEvents NUMERIC
@ATTRIBUTE class {1,2,3,4,5}
@DATA
0.17647,0.00000,0.00552,0.00000,0.29412,0.00000,0.01552,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00137,0.00000,0.00000,0.00000,0.00000,0.00000,0.03000,0.00000,0.00027,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00115,0.00000,0.00088,0.00000,0.00231,0.00000,0.00180,0.00000,0.00205,0.00025,3
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00055,0.00059,0.00000,0.00000,0.00000,0.00000,0.11250,0.00000,0.00102,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.00000,0.00164,0.00000,0.01028,0.01012,0.01720,0.02219,0.01443,0.01865,1
0.20000,0.00000,0.00164,0.00000,0.40000,0.00000,0.00096,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00023,0.00023,0.00000,0.00000,0.00000,0.00000,0.51000,0.00000,0.00242,0.00000,0.88235,0.00000,0.00000,0.00000,0.11765,0.00000,0.00118,0.00000,0.00114,0.00000,?,?,0.09599,0.09550,0.09599,0.09550,1
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03704,0.00000,0.00071,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33333,0.00000,0.87292,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00045,0.00043,0.00000,0.00000,0.00000,0.00000,0.40750,0.00000,0.00189,0.00000,0.57055,0.00000,0.00000,0.00000,0.42945,0.00000,0.00333,0.00000,0.00185,0.00000,?,?,0.96857,0.71179,0.96857,0.71179,2
0.28125,0.00000,0.00840,0.00000,0.18750,0.00000,0.01334,0.00000,0.21875,0.00000,0.01966,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03125,0.00000,0.00143,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.17000,0.00000,0.00076,0.00000,0.88235,0.00000,0.00000,0.00000,0.11765,0.00000,0.00164,0.00000,0.00307,0.00000,?,?,0.01292,0.00000,0.01292,0.00000,2
0.11765,0.00000,0.24072,0.00000,0.82353,0.00000,0.74577,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00021,0.00000,0.00000,0.00000,0.00000,0.00000,0.00750,0.00000,0.00008,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00060,0.00000,0.00170,0.00000,0.00356,0.00000,0.00837,0.00000,0.00596,0.00241,2
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00057,0.00000,0.00000,0.00000,0.00000,0.00000,0.02750,0.00000,0.00032,0.00000,0.81818,0.00000,0.00000,0.00000,0.18182,0.00000,0.00080,0.00000,0.00138,0.00000,?,?,0.00941,0.00000,0.00941,0.00000,2
0.12500,0.00000,0.00150,0.00000,0.25000,0.00000,0.00451,0.00000,0.06250,0.00000,0.00030,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00027,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,?,?,0.00100,0.00000,0.00100,0.00000,3
0.44186,0.00000,0.01492,0.00000,0.00000,0.00000,0.00000,0.00000,0.16279,0.00000,0.01486,0.00000,0.02326,0.00000,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00044,0.00044,0.00000,0.00000,0.00000,0.00000,0.33000,0.00000,0.00221,0.00000,0.95455,0.00000,0.00000,0.00000,0.04545,0.00000,0.00087,0.00000,0.00174,0.00000,?,?,0.03424,0.05956,0.03424,0.05956,2
0.16000,0.00000,0.00526,0.00000,0.16000,0.00000,0.00269,0.00000,0.00000,0.00000,0.00000,0.00000,0.04000,0.00000,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00013,0.00009,0.00000,0.00000,0.00000,0.00000,0.32000,0.00000,0.00189,0.00000,0.98438,0.00000,0.00000,0.00000,0.01562,0.00000,0.00142,0.00000,0.00142,0.00000,0.00986,0.00000,0.03861,0.03591,0.03142,0.03349,1
